-log10pvalue	-log10qvalue	rank	basepairs
11.54	7.32	157070	77
11.51	7.29	157147	264
11.49	7.27	157411	28
11.47	7.25	157439	6
11.46	7.24	157445	931
11.45	7.23	158376	134
11.44	7.22	158510	820
11.43	7.22	159330	8
11.39	7.18	159338	86
11.38	7.17	159424	443
11.37	7.16	159867	237
11.36	7.15	160104	185
11.34	7.13	160289	2565
11.33	7.12	162854	87
11.32	7.12	162941	200
11.31	7.11	163141	33
11.30	7.10	163174	334
11.29	7.09	163508	1
11.27	7.07	163509	1316
11.25	7.05	164825	84
11.24	7.04	164909	291
11.23	7.03	165200	208
11.22	7.02	165408	1454
11.21	7.02	166862	2651
11.19	7.00	169513	1
11.17	6.98	169514	122
11.16	6.97	169636	160
11.15	6.96	169796	55
11.14	6.95	169851	345
11.13	6.94	170196	6
11.11	6.92	170202	1
11.09	6.90	170203	112
11.08	6.89	170315	106
11.06	6.87	170421	437
11.04	6.86	170858	180
11.03	6.85	171038	228
11.02	6.84	171266	3
11.01	6.83	171269	155
10.99	6.81	171424	1590
10.97	6.79	173014	69
10.96	6.78	173083	99
10.95	6.77	173182	1
10.94	6.76	173183	1
10.93	6.75	173184	763
10.92	6.74	173947	63
10.91	6.73	174010	297
10.90	6.72	174307	460
10.89	6.72	174767	24
10.86	6.69	174791	79
10.85	6.68	174870	2
10.84	6.67	174872	443
10.83	6.66	175315	181
10.81	6.64	175496	171
10.78	6.61	175667	253
10.77	6.60	175920	1261
10.76	6.59	177181	295
10.75	6.58	177476	41
10.74	6.57	177517	1
10.73	6.56	177518	203
10.71	6.54	177721	1186
10.70	6.54	178907	921
10.69	6.53	179828	224
10.67	6.51	180052	278
10.66	6.50	180330	64
10.65	6.49	180394	132
10.64	6.48	180526	137
10.62	6.46	180663	353
10.61	6.45	181016	4
10.59	6.43	181020	213
10.56	6.40	181233	808
10.55	6.39	182041	251
10.54	6.38	182292	56
10.53	6.37	182348	135
10.52	6.36	182483	174
10.50	6.34	182657	234
10.49	6.34	182891	4
10.48	6.33	182895	609
10.47	6.32	183504	130
10.43	6.28	183634	36
10.42	6.27	183670	6
10.41	6.26	183676	472
10.40	6.25	184148	139
10.39	6.24	184287	3
10.38	6.23	184290	42
10.37	6.22	184332	1
10.36	6.21	184333	204
10.35	6.20	184537	495
10.34	6.19	185032	2
10.33	6.18	185034	3002
10.32	6.18	188036	263
10.30	6.16	188299	1
10.29	6.15	188300	123
10.28	6.14	188423	1668
10.26	6.12	190091	230
10.25	6.11	190321	3350
10.24	6.11	193671	241
10.23	6.10	193912	10
10.22	6.09	193922	640
10.19	6.06	194562	7870
10.18	6.06	202432	2024
10.17	6.06	204456	940
10.15	6.05	205396	597
10.13	6.03	205993	145
10.11	6.01	206138	158
10.10	6.00	206296	23
10.09	5.99	206319	698
10.08	5.98	207017	1182
10.07	5.97	208199	54
10.03	5.93	208253	1
10.02	5.92	208254	669
10.01	5.91	208923	87
10.00	5.90	209010	8
9.99	5.89	209018	249
9.98	5.88	209267	62
9.96	5.86	209329	738
9.94	5.85	210067	210
9.92	5.83	210277	13
9.91	5.82	210290	51
9.90	5.81	210341	511
9.89	5.80	210852	24
9.88	5.79	210876	9
9.86	5.77	210885	236
9.85	5.76	211121	77
9.84	5.75	211198	336
9.82	5.73	211534	860
9.81	5.72	212394	2
9.80	5.71	212396	1127
9.78	5.69	213523	4
9.77	5.68	213527	481
9.76	5.67	214008	1
9.75	5.66	214009	85
9.74	5.65	214094	375
9.72	5.63	214469	411
9.71	5.63	214880	645
9.69	5.61	215525	18
9.68	5.60	215543	4
9.67	5.59	215547	3580
9.66	5.58	219127	244
9.65	5.57	219371	1157
9.61	5.54	220528	564
9.60	5.53	221092	203
9.59	5.52	221295	330
9.58	5.51	221625	221
9.57	5.50	221846	4
9.55	5.48	221850	525
9.53	5.46	222375	5
9.52	5.45	222380	188
9.51	5.44	222568	16
9.50	5.43	222584	676
9.49	5.42	223260	13
9.47	5.40	223273	252
9.46	5.39	223525	473
9.44	5.37	223998	486
9.42	5.35	224484	752
9.41	5.35	225236	194
9.40	5.34	225430	57
9.39	5.33	225487	3
9.38	5.32	225490	312
9.36	5.30	225802	84
9.35	5.29	225886	1252
9.34	5.28	227138	246
9.33	5.27	227384	388
9.32	5.26	227772	7010
9.31	5.26	234782	25
9.28	5.23	234807	1
9.27	5.22	234808	1244
9.26	5.22	236052	42
9.25	5.21	236094	1940
9.24	5.20	238034	223
9.23	5.19	238257	6
9.22	5.18	238263	591
9.19	5.15	238854	207
9.17	5.13	239061	1242
9.16	5.12	240303	1338
9.15	5.12	241641	1
9.14	5.11	241642	4
9.13	5.10	241646	382
9.11	5.08	242028	4055
9.10	5.07	246083	282
9.09	5.06	246365	86
9.08	5.05	246451	5598
9.07	5.05	252049	410
9.06	5.05	252459	9541
9.05	5.05	262000	625
9.03	5.03	262625	387
9.02	5.02	263012	163
9.01	5.01	263175	9
9.00	5.00	263184	385
8.99	4.99	263569	309
8.98	4.98	263878	387
8.97	4.98	264265	265
8.94	4.95	264530	71
8.93	4.94	264601	1
8.92	4.93	264602	686
8.91	4.92	265288	2434
8.90	4.91	267722	35
8.89	4.90	267757	3
8.88	4.89	267760	418
8.86	4.87	268178	553
8.85	4.86	268731	349
8.84	4.85	269080	51
8.83	4.84	269131	758
8.82	4.83	269889	164
8.81	4.82	270053	350
8.80	4.82	270403	3
8.78	4.80	270406	275
8.77	4.79	270681	157
8.76	4.78	270838	2
8.75	4.77	270840	935
8.74	4.76	271775	15
8.73	4.75	271790	710
8.72	4.74	272500	728
8.71	4.73	273228	19
8.69	4.71	273247	877
8.68	4.70	274124	58
8.67	4.69	274182	682
8.66	4.68	274864	1507
8.65	4.67	276371	253
8.64	4.66	276624	5
8.63	4.65	276629	3013
8.61	4.64	279642	6
8.60	4.63	279648	1066
8.59	4.62	280714	2613
8.57	4.61	283327	11
8.55	4.59	283338	76
8.53	4.57	283414	639
8.52	4.56	284053	765
8.51	4.55	284818	2
8.50	4.54	284820	421
8.49	4.53	285241	393
8.48	4.52	285634	20
8.47	4.51	285654	283
8.46	4.50	285937	13
8.44	4.48	285950	2273
8.43	4.47	288223	3
8.42	4.46	288226	1
8.41	4.45	288227	5105
8.40	4.45	293332	146
8.39	4.44	293478	177
8.38	4.43	293655	645
8.36	4.41	294300	566
8.35	4.40	294866	324
8.34	4.39	295190	304
8.33	4.38	295494	602
8.32	4.37	296096	82
8.31	4.36	296178	552
8.30	4.36	296730	16
8.28	4.34	296746	664
8.27	4.33	297410	86
8.26	4.32	297496	3
8.25	4.31	297499	38
8.24	4.30	297537	1366
8.23	4.29	298903	86
8.21	4.27	298989	4
8.19	4.25	298993	3260
8.18	4.24	302253	288
8.17	4.23	302541	3570
8.16	4.23	306111	400
8.15	4.22	306511	67
8.14	4.21	306578	168
8.13	4.20	306746	3
8.11	4.18	306749	276
8.10	4.17	307025	1100
8.09	4.16	308125	2674
8.08	4.16	310799	6
8.07	4.15	310805	1985
8.06	4.14	312790	41
8.05	4.13	312831	273
8.03	4.11	313104	933
8.02	4.10	314037	189
8.01	4.09	314226	312
8.00	4.08	314538	6728
7.99	4.08	321266	437
7.98	4.07	321703	82
7.97	4.06	321785	695
7.96	4.05	322480	959
7.95	4.04	323439	144
7.94	4.03	323583	33
7.93	4.02	323616	2
7.92	4.01	323618	18
7.91	4.00	323636	1332
7.90	3.99	324968	29
7.89	3.98	324997	15
7.88	3.97	325012	2
7.87	3.96	325014	6
7.86	3.95	325020	474
7.85	3.95	325494	856
7.84	3.94	326350	486
7.83	3.93	326836	7202
7.82	3.93	334038	210
7.81	3.92	334248	2
7.80	3.91	334250	265
7.79	3.90	334515	2456
7.78	3.89	336971	926
7.77	3.88	337897	752
7.76	3.87	338649	73
7.75	3.86	338722	457
7.74	3.85	339179	327
7.73	3.84	339506	135
7.72	3.83	339641	780
7.71	3.83	340421	101
7.70	3.82	340522	1958
7.69	3.81	342480	90
7.68	3.80	342570	13
7.67	3.79	342583	5
7.66	3.78	342588	2522
7.65	3.77	345110	2039
7.64	3.76	347149	25
7.63	3.75	347174	632
7.62	3.74	347806	503
7.61	3.74	348309	844
7.60	3.73	349153	354
7.59	3.72	349507	1
7.56	3.69	349508	965
7.55	3.68	350473	8353
7.54	3.68	358826	30
7.53	3.67	358856	5936
7.52	3.67	364792	98
7.51	3.66	364890	327
7.50	3.65	365217	176
7.49	3.64	365393	1451
7.48	3.63	366844	64
7.47	3.62	366908	4
7.46	3.61	366912	262
7.45	3.60	367174	1
7.44	3.59	367175	1211
7.43	3.58	368386	1
7.42	3.57	368387	2766
7.41	3.56	371153	333
7.40	3.55	371486	72
7.39	3.54	371558	14
7.38	3.53	371572	753
7.37	3.52	372325	339
7.36	3.51	372664	65
7.35	3.50	372729	484
7.34	3.50	373213	2
7.33	3.49	373215	840
7.32	3.48	374055	458
7.31	3.47	374513	9
7.30	3.46	374522	526
7.29	3.45	375048	1950
7.28	3.44	376998	364
7.27	3.43	377362	1010
7.25	3.41	378372	291
7.24	3.40	378663	2180
7.23	3.39	380843	276
7.22	3.38	381119	1341
7.21	3.38	382460	9
7.20	3.37	382469	47
7.19	3.36	382516	263
7.18	3.35	382779	11
7.17	3.34	382790	943
7.16	3.33	383733	489
7.15	3.32	384222	12
7.14	3.31	384234	301
7.13	3.30	384535	93
7.12	3.29	384628	1054
7.11	3.28	385682	23
7.10	3.27	385705	4116
7.09	3.26	389821	247
7.08	3.25	390068	1397
7.07	3.25	391465	1172
7.06	3.24	392637	237
7.05	3.23	392874	26
7.04	3.22	392900	38
7.03	3.21	392938	3071
7.02	3.20	396009	5840
7.01	3.20	401849	204
7.00	3.19	402053	715
6.99	3.18	402768	10
6.98	3.17	402778	226
6.97	3.16	403004	2104
6.96	3.15	405108	24
6.95	3.14	405132	20078
6.94	3.14	425210	98
6.93	3.14	425308	160
6.92	3.13	425468	1929
6.91	3.12	427397	4500
6.90	3.12	431897	24
6.89	3.11	431921	331
6.88	3.10	432252	6
6.87	3.09	432258	2915
6.86	3.08	435173	590
6.85	3.07	435763	253
6.84	3.06	436016	18
6.83	3.05	436034	14
6.82	3.04	436048	948
6.81	3.03	436996	153
6.80	3.02	437149	758
6.79	3.01	437907	4
6.78	3.00	437911	1126
6.77	3.00	439037	277
6.76	2.99	439314	1255
6.75	2.98	440569	472
6.74	2.97	441041	1
6.73	2.96	441042	1732
6.72	2.95	442774	256
6.71	2.94	443030	9
6.70	2.93	443039	28
6.69	2.92	443067	4197
6.68	2.91	447264	15571
6.67	2.91	462835	29
6.66	2.91	462864	2
6.65	2.90	462866	142
6.64	2.89	463008	13049
6.62	2.88	476057	237
6.61	2.87	476294	765
6.60	2.86	477059	1698
6.59	2.85	478757	1
6.58	2.84	478758	823
6.57	2.83	479581	13
6.56	2.82	479594	1
6.55	2.81	479595	11179
6.54	2.81	490774	254
6.53	2.80	491028	4927
6.52	2.80	495955	40
6.51	2.79	495995	1381
6.50	2.78	497376	231
6.49	2.77	497607	74
6.48	2.76	497681	3892
6.47	2.75	501573	3630
6.46	2.75	505203	566
6.45	2.74	505769	44
6.44	2.73	505813	39
6.43	2.72	505852	1886
6.42	2.71	507738	8
6.41	2.70	507746	330
6.40	2.69	508076	837
6.39	2.68	508913	2
6.38	2.67	508915	1928
6.37	2.66	510843	5
6.36	2.65	510848	10
6.35	2.64	510858	23
6.34	2.63	510881	1959
6.33	2.62	512840	3315
6.32	2.62	516155	8
6.31	2.61	516163	9
6.30	2.60	516172	1128
6.29	2.59	517300	89
6.28	2.58	517389	1657
6.27	2.57	519046	1
6.26	2.56	519047	1066
6.25	2.55	520113	13
6.24	2.54	520126	8
6.23	2.53	520134	855
6.22	2.52	520989	2535
6.21	2.51	523524	184
6.20	2.50	523708	5
6.19	2.49	523713	1952
6.18	2.48	525665	563
6.17	2.47	526228	3865
6.16	2.47	530093	27
6.15	2.46	530120	7
6.14	2.45	530127	11039
6.13	2.45	541166	36
6.12	2.44	541202	52
6.11	2.43	541254	1364
6.10	2.42	542618	685
6.09	2.41	543303	66
6.08	2.40	543369	8
6.07	2.39	543377	632
6.06	2.38	544009	95
6.05	2.37	544104	1527
6.04	2.36	545631	103
6.03	2.35	545734	596
6.02	2.34	546330	26
6.01	2.33	546356	5266
6.00	2.32	551622	666
5.99	2.32	552288	2526
5.98	2.31	554814	154
5.97	2.30	554968	6
5.96	2.29	554974	1265
5.95	2.28	556239	19290
5.94	2.28	575529	6896
5.93	2.28	582425	62
5.92	2.27	582487	2142
5.91	2.26	584629	15
5.90	2.25	584644	3
5.89	2.24	584647	1051
5.88	2.23	585698	1383
5.87	2.22	587081	98
5.86	2.21	587179	11200
5.85	2.21	598379	1153
5.84	2.20	599532	1096
5.83	2.19	600628	742
5.82	2.18	601370	5
5.81	2.17	601375	547
5.80	2.16	601922	7
5.79	2.15	601929	1860
5.78	2.14	603789	9975
5.77	2.14	613764	59
5.76	2.13	613823	231
5.75	2.12	614054	1008
5.74	2.11	615062	1782
5.73	2.10	616844	3
5.72	2.09	616847	33
5.71	2.08	616880	1415
5.70	2.07	618295	936
5.69	2.06	619231	2890
5.68	2.06	622121	665
5.67	2.05	622786	2026
5.66	2.04	624812	54
5.65	2.03	624866	34
5.64	2.02	624900	1563
5.63	2.01	626463	930
5.62	2.00	627393	38
5.61	1.99	627431	524
5.60	1.98	627955	37
5.59	1.97	627992	9048
5.58	1.97	637040	330
5.57	1.96	637370	42
5.56	1.95	637412	1
5.55	1.94	637413	2034
5.54	1.93	639447	240
5.53	1.92	639687	104
5.52	1.91	639791	902
5.51	1.90	640693	83488
5.50	1.90	724181	1013
5.48	1.90	725194	997
5.47	1.90	726191	8738
5.46	1.90	734929	6599
5.45	1.90	741528	8004
5.44	1.90	749532	881
5.43	1.89	750413	88
5.42	1.88	750501	1134
5.41	1.87	751635	25621
5.40	1.87	777256	31
5.39	1.86	777287	246
5.38	1.85	777533	16
5.37	1.84	777549	2196
5.36	1.84	779745	5978
5.35	1.83	785723	93
5.34	1.82	785816	255
5.33	1.81	786071	799
5.32	1.80	786870	1259
5.31	1.79	788129	2637
5.30	1.78	790766	6044
5.29	1.77	796810	369
5.28	1.76	797179	1017
5.27	1.76	798196	523
5.26	1.75	798719	848
5.25	1.74	799567	5152
5.24	1.73	804719	1092
5.23	1.72	805811	8352
5.22	1.71	814163	10
5.21	1.70	814173	199
5.20	1.69	814372	6237
5.19	1.69	820609	1227
5.18	1.68	821836	34
5.16	1.66	821870	1783
5.15	1.65	823653	12092
5.14	1.65	835745	1416
5.13	1.64	837161	434
5.12	1.63	837595	989
5.11	1.62	838584	13
5.09	1.60	838597	6456
5.08	1.59	845053	15694
5.07	1.59	860747	36
5.05	1.57	860783	5654
5.04	1.56	866437	7547
5.03	1.55	873984	349
5.01	1.53	874333	95
5.00	1.52	874428	7331
4.99	1.52	881759	29242
4.98	1.52	911001	111
4.97	1.51	911112	1305
4.96	1.50	912417	2011
4.95	1.49	914428	5122
4.94	1.49	919550	63
4.93	1.48	919613	2270
4.92	1.47	921883	36
4.91	1.46	921919	4
4.90	1.45	921923	39947
4.88	1.45	961870	1221
4.87	1.44	963091	6724
4.86	1.43	969815	7099
4.84	1.41	976914	2201
4.83	1.40	979115	10
4.82	1.39	979125	1435
4.80	1.37	980560	6579
4.79	1.37	987139	10537
4.78	1.36	997676	1647
4.76	1.34	999323	6405
4.75	1.34	1005728	2126
4.74	1.33	1007854	33
4.73	1.32	1007887	6751
4.72	1.31	1014638	266
4.71	1.30	1014904	1099
4.70	1.29	1016003	2634
4.69	1.28	1018637	18
4.68	1.27	1018655	20472
4.67	1.27	1039127	308
4.66	1.26	1039435	28
4.65	1.25	1039463	98
4.63	1.23	1039561	7369
4.62	1.22	1046930	5104
4.61	1.22	1052034	8674
4.59	1.20	1060708	6354
4.58	1.19	1067062	1841
4.57	1.18	1068903	391
4.55	1.16	1069294	6339
4.54	1.15	1075633	1199
4.53	1.15	1076832	280
4.51	1.13	1077112	6806
4.50	1.12	1083918	337
4.49	1.11	1084255	37
4.48	1.10	1084292	37133
4.47	1.10	1121425	1088
4.46	1.09	1122513	12
4.45	1.08	1122525	1682
4.44	1.07	1124207	7404
4.43	1.07	1131611	176888
4.42	1.07	1308499	1350
4.41	1.07	1309849	7071
4.40	1.07	1316920	8110
4.38	1.07	1325030	5639
4.37	1.07	1330669	7898
4.36	1.07	1338567	12488
4.34	1.05	1351055	47658
4.33	1.05	1398713	55059
4.32	1.05	1453772	329
4.30	1.05	1454101	17005
4.29	1.04	1471106	17
4.28	1.03	1471123	78
4.26	1.01	1471201	17424
4.25	1.01	1488625	158
4.24	1.00	1488783	916
4.23	0.99	1489699	5674
4.22	0.98	1495373	154
4.21	0.97	1495527	10325
4.20	0.96	1505852	181
4.19	0.95	1506033	5711
4.18	0.94	1511744	700
4.17	0.93	1512444	14500
4.16	0.93	1526944	7090
4.15	0.92	1534034	8039
4.13	0.90	1542073	10220
4.12	0.89	1552293	44078
4.11	0.89	1596371	27
4.09	0.88	1596398	12881
4.08	0.87	1609279	192534
4.07	0.87	1801813	12908
4.05	0.87	1814721	10967
4.04	0.87	1825688	10820
4.03	0.87	1836508	209
4.01	0.86	1836717	9826
4.00	0.85	1846543	10198
3.99	0.84	1856741	8788
3.98	0.83	1865529	19
3.97	0.82	1865548	4462
3.96	0.81	1870010	17439
3.95	0.81	1887449	72
3.94	0.80	1887521	649
3.93	0.79	1888170	8228
3.92	0.78	1896398	56552
3.91	0.78	1952950	374
3.90	0.77	1953324	8182
3.89	0.77	1961506	894
3.88	0.76	1962400	16591
3.87	0.75	1978991	7709
3.86	0.74	1986700	108
3.85	0.73	1986808	11418
3.84	0.72	1998226	6851
3.83	0.72	2005077	37
3.82	0.71	2005114	10568
3.81	0.70	2015682	86112
3.80	0.70	2101794	67
3.79	0.70	2101861	4135
3.78	0.69	2105996	7236
3.77	0.68	2113232	10913
3.76	0.67	2124145	570
3.75	0.66	2124715	8081
3.74	0.65	2132796	10100
3.73	0.64	2142896	65
3.72	0.63	2142961	7405
3.71	0.63	2150366	44
3.70	0.62	2150410	17888
3.69	0.61	2168298	63
3.68	0.60	2168361	3473
3.67	0.59	2171834	16861
3.66	0.58	2188695	92
3.65	0.57	2188787	1631
3.64	0.56	2190418	5841
3.63	0.55	2196259	11425
3.62	0.55	2207684	46147
3.61	0.55	2253831	3181
3.60	0.54	2257012	10561
3.59	0.53	2267573	14512
3.58	0.52	2282085	84
3.57	0.51	2282169	64378
3.56	0.51	2346547	13731
3.55	0.51	2360278	44
3.54	0.50	2360322	69451
3.53	0.50	2429773	23290
3.52	0.49	2453063	225
3.51	0.48	2453288	5198
3.50	0.47	2458486	11729
3.49	0.47	2470215	9485
3.48	0.46	2479700	88
3.47	0.45	2479788	11676
3.46	0.44	2491464	4869
3.45	0.43	2496333	2299
3.44	0.42	2498632	14719
3.43	0.41	2513351	184
3.42	0.40	2513535	586482
3.41	0.40	3100017	14636
3.40	0.40	3114653	24502
3.39	0.40	3139155	3956
3.38	0.40	3143111	17189
3.37	0.40	3160300	58
3.36	0.40	3160358	131012
3.35	0.40	3291370	9571
3.34	0.40	3300941	3988
3.33	0.40	3304929	117
3.32	0.40	3305046	43523
3.31	0.40	3348569	3808
3.30	0.40	3352377	36
3.29	0.40	3352413	75850
3.28	0.40	3428263	30894
3.27	0.39	3459157	4623
3.26	0.38	3463780	66846
3.25	0.38	3530626	4231
3.24	0.37	3534857	29814
3.23	0.37	3564671	326528
3.22	0.37	3891199	4015
3.21	0.37	3895214	44149
3.20	0.37	3939363	2944
3.19	0.37	3942307	380
3.18	0.36	3942687	23127
3.17	0.35	3965814	28316
3.16	0.34	3994130	4499
3.15	0.33	3998629	14042
3.14	0.33	4012671	34413
3.13	0.32	4047084	11525
3.12	0.31	4058609	2656
3.11	0.30	4061265	130
3.10	0.29	4061395	42190
3.09	0.29	4103585	1936
3.08	0.28	4105521	12842
3.07	0.27	4118363	83431
3.06	0.27	4201794	46
3.05	0.26	4201840	13513
3.04	0.25	4215353	31727
3.03	0.24	4247080	2130
3.02	0.23	4249210	10577
3.01	0.22	4259787	2607
3.00	0.21	4262394	281996
2.99	0.21	4544390	3786
2.98	0.21	4548176	12718
2.97	0.21	4560894	34694
2.96	0.21	4595588	101710
2.95	0.20	4697298	13438
2.94	0.20	4710736	31928
2.93	0.19	4742664	12469
2.92	0.18	4755133	254
2.91	0.17	4755387	33469
2.90	0.16	4788856	10143
2.89	0.15	4798999	1118
2.88	0.14	4800117	85089
2.87	0.14	4885206	122
2.86	0.13	4885328	9955
2.85	0.12	4895283	31101
2.84	0.12	4926384	17803
2.83	0.11	4944187	136
2.82	0.10	4944323	31009
2.81	0.09	4975332	8245
2.80	0.08	4983577	1250
2.79	0.07	4984827	35090
2.78	0.06	5019917	752
2.77	0.05	5020669	132820
2.76	0.05	5153489	946
2.75	0.05	5154435	9415
2.74	0.04	5163850	24964
2.73	0.03	5188814	9183
2.72	0.02	5197997	90
2.71	0.01	5198087	186781
2.70	0.01	5384868	38324
2.69	0.01	5423192	46299
2.68	0.00	5469491	600
2.67	0.00	5470091	6723
2.66	0.00	5476814	32355
2.65	0.00	5509169	7196
2.64	0.00	5516365	895
2.63	0.00	5517260	35204
2.62	0.00	5552464	1293
2.61	0.00	5553757	31650
2.60	0.00	5585407	549
2.59	0.00	5585956	5266
2.58	0.00	5591222	29773
2.57	0.00	5620995	90589
2.56	0.00	5711584	25559
2.54	0.00	5737143	41749
2.52	0.00	5778892	37513
2.50	0.00	5816405	28336
2.49	0.00	5844741	8732506
2.48	0.00	14577247	154
2.47	0.00	14577401	489847
2.46	0.00	15067248	875
2.45	0.00	15068123	4036
2.44	0.00	15072159	2573654
2.43	0.00	17645813	468
2.42	0.00	17646281	69633
2.41	0.00	17715914	369869
2.40	0.00	18085783	39360
2.39	0.00	18125143	122
2.38	0.00	18125265	492790
2.37	0.00	18618055	3972
2.36	0.00	18622027	28947
2.35	0.00	18650974	352835
2.34	0.00	19003809	354689
2.33	0.00	19358498	32745
2.31	0.00	19391243	374542
2.29	0.00	19765785	377843
2.27	0.00	20143628	29526
2.25	0.00	20173154	623585
2.24	0.00	20796739	350353
2.23	0.00	21147092	30561
2.22	0.00	21177653	65151
2.21	0.00	21242804	338208
2.20	0.00	21581012	27981
2.19	0.00	21608993	309976
2.18	0.00	21918969	25487
2.17	0.00	21944456	3298
2.16	0.00	21947754	1914954
2.15	0.00	23862708	345
2.14	0.00	23863053	375735
2.13	0.00	24238788	1218
2.12	0.00	24240006	20906
2.11	0.00	24260912	359086
2.10	0.00	24619998	20365
2.09	0.00	24640363	368039
2.08	0.00	25008402	1133
2.06	0.00	25009535	615107
2.04	0.00	25624642	327736
2.02	0.00	25952378	329411
2.00	0.00	26281789	301396
1.99	0.00	26583185	19301
1.98	0.00	26602486	294065
1.97	0.00	26896551	15042
1.96	0.00	26911593	265157
1.95	0.00	27176750	14372
1.94	0.00	27191122	50787
1.93	0.00	27241909	1882776
1.92	0.00	29124685	59966
1.91	0.00	29184651	295599
1.90	0.00	29480250	216311
1.89	0.00	29696561	296730
1.88	0.00	29993291	15219
1.87	0.00	30008510	289515
1.86	0.00	30298025	15605
1.85	0.00	30313630	254342
1.84	0.00	30567972	263730
1.83	0.00	30831702	9356
1.82	0.00	30841058	241656
1.81	0.00	31082714	37962
1.80	0.00	31120676	234375
1.79	0.00	31355051	7846
1.78	0.00	31362897	757917
1.77	0.00	32120814	7549
1.76	0.00	32128363	383098
1.75	0.00	32511461	1132
1.74	0.00	32512593	1743406
1.73	0.00	34255999	228207
1.72	0.00	34484206	9391250
1.71	0.00	43875456	316446
1.70	0.00	44191902	43024
1.69	0.00	44234926	307631
1.68	0.00	44542557	296050
1.67	0.00	44838607	20858
1.66	0.00	44859465	270750
1.65	0.00	45130215	21541283
1.64	0.00	66671498	264241
1.63	0.00	66935739	1031181
1.62	0.00	67966920	623
1.61	0.00	67967543	4016834
1.60	0.00	71984377	219679
1.59	0.00	72204056	803610
1.58	0.00	73007666	2573909
1.57	0.00	75581575	1000262
1.56	0.00	76581837	1251
1.55	0.00	76583088	231273
1.54	0.00	76814361	932596
1.53	0.00	77746957	2469
1.52	0.00	77749426	913722
1.51	0.00	78663148	297958
1.50	0.00	78961106	692519
1.49	0.00	79653625	201197
1.48	0.00	79854822	826226
1.47	0.00	80681048	1016798
1.46	0.00	81697846	2260
1.45	0.00	81700106	757266
1.44	0.00	82457372	2175074
1.43	0.00	84632446	746498
1.42	0.00	85378944	1566
1.41	0.00	85380510	4048881
1.40	0.00	89429391	225580
1.39	0.00	89654971	780705
1.38	0.00	90435676	1929
1.37	0.00	90437605	748393
1.36	0.00	91185998	710942
1.35	0.00	91896940	101343
1.34	0.00	91998283	685254
1.33	0.00	92683537	89013
1.32	0.00	92772550	562951
1.31	0.00	93335501	2278193
1.30	0.00	95613694	144312
1.29	0.00	95758006	629152
1.28	0.00	96387158	1864058
1.27	0.00	98251216	71004
1.26	0.00	98322220	531645
1.25	0.00	98853865	3757303
1.24	0.00	102611168	8941
1.23	0.00	102620109	578116
1.22	0.00	103198225	546263
1.21	0.00	103744488	122039
1.20	0.00	103866527	1839268
1.19	0.00	105705795	491805
1.18	0.00	106197600	474845
1.17	0.00	106672445	55930
1.15	0.00	106728375	448347
1.14	0.00	107176722	422034
1.13	0.00	107598756	399118
1.12	0.00	107997874	453281
1.11	0.00	108451155	3247844
1.10	0.00	111698999	19802889
1.09	0.00	131501888	561144
1.08	0.00	132063032	330540
1.07	0.00	132393572	502514
1.06	0.00	132896086	461638
1.05	0.00	133357724	482489
1.04	0.00	133840213	426862
1.03	0.00	134267075	399902
1.02	0.00	134666977	1119148
1.01	0.00	135786125	357391
1.00	0.00	136143516	4416644
0.99	0.00	140560160	370298
0.98	0.00	140930458	42707
0.97	0.00	140973165	356406
0.96	0.00	141329571	462424
0.95	0.00	141791995	308844
0.94	0.00	142100839	824491
0.93	0.00	142925330	269406
0.92	0.00	143194736	67586008
0.91	0.00	210780744	2243177
0.90	0.00	213023921	14275433
0.89	0.00	227299354	220163
0.88	0.00	227519517	2253002
0.87	0.00	229772519	2179359
0.86	0.00	231951878	2461025
0.85	0.00	234412903	11349087
0.84	0.00	245761990	1949972
0.83	0.00	247711962	2016832
0.82	0.00	249728794	1795290
0.81	0.00	251524084	4359404
0.80	0.00	255883488	586798
0.79	0.00	256470286	1654127
0.78	0.00	258124413	1669911
0.77	0.00	259794324	10510313
0.76	0.00	270304637	1694030
0.75	0.00	271998667	1691336
0.74	0.00	273690003	1843922
0.73	0.00	275533925	4221382
0.72	0.00	279755307	1396789
0.71	0.00	281152096	1315007
0.70	0.00	282467103	1302390
0.69	0.00	283769493	1199173
0.68	0.00	284968666	1382841
0.67	0.00	286351507	9388257
0.66	0.00	295739764	2721440
0.65	0.00	298461204	1168221
0.64	0.00	299629425	2089302
0.63	0.00	301718727	1140403
0.62	0.00	302859130	1022196
0.61	0.00	303881326	869587
0.60	0.00	304750913	2662491
0.59	0.00	307413404	7685841
0.57	0.00	315099245	47022962
0.56	0.00	362122207	3075217
0.55	0.00	365197424	1651560
0.54	0.00	366848984	1723981
0.53	0.00	368572965	758104
0.52	0.00	369331069	10614133
0.51	0.00	379945202	1429512
0.50	0.00	381374714	1208876
0.49	0.00	382583590	19848231
0.48	0.00	402431821	1039235
0.47	0.00	403471056	501471
0.46	0.00	403972527	8722835
0.45	0.00	412695362	5882018
0.44	0.00	418577380	690208
0.43	0.00	419267588	994635
0.42	0.00	420262223	1018722
0.41	0.00	421280945	5979172
0.40	0.00	427260117	526716
0.39	0.00	427786833	378439
0.38	0.00	428165272	726284
0.37	0.00	428891556	268693
0.36	0.00	429160249	4289115
